"","SIGLA_UF","NOME_MUNICIPIO","SIGLA_PARTIDO","NOME_PARTIDO","QTDE_VOTOS_NOMINAIS","leftist_party","date"
"10824","PR","MANOEL RIBAS","PP","PARTIDO PROGRESSISTA",2523,0,"2012-10-07"
"10825","PR","MARINGÁ","PP","PARTIDO PROGRESSISTA",15781,0,"2012-10-07"
"10826","PR","PORTO RICO","PP","PARTIDO PROGRESSISTA",360,0,"2012-10-07"
"10827","PR","ALTÔNIA","PP","PARTIDO PROGRESSISTA",4913,0,"2012-10-07"
"10828","PR","SANTA HELENA","PP","PARTIDO PROGRESSISTA",11168,0,"2012-10-07"
"10829","PR","GUAPOREMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1449,1,"2012-10-07"
"10830","PR","GUARANIAÇU","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2685,1,"2012-10-07"
"10831","PR","IRETAMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3234,1,"2012-10-07"
"10832","PR","JUSSARA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2311,1,"2012-10-07"
"10833","PR","LONDRINA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3065,1,"2012-10-07"
"10834","PR","LONDRINA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4103,1,"2012-10-07"
"10835","PR","NOVA FÁTIMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2538,1,"2012-10-07"
"10836","PR","PARANAGUÁ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1657,1,"2012-10-07"
"10837","PR","PATO BRANCO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",21660,1,"2012-10-07"
"10838","PR","PONTA GROSSA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",11655,1,"2012-10-07"
"10839","PR","SÃO CARLOS DO IVAÍ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1672,1,"2012-10-07"
"10840","PR","ALTÔNIA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",6379,1,"2012-10-07"
"10841","PR","NOVA OLÍMPIA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2057,1,"2012-10-07"
"10842","PR","NOVA SANTA ROSA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2593,1,"2012-10-07"
"10843","PR","BARBOSA FERRAZ","PT","PARTIDO DOS TRABALHADORES",4558,1,"2012-10-07"
"10844","PR","CAMPO LARGO","PT","PARTIDO DOS TRABALHADORES",13681,1,"2012-10-07"
"10845","PR","CASCAVEL","PT","PARTIDO DOS TRABALHADORES",13355,1,"2012-10-07"
"10846","PR","CORNÉLIO PROCÓPIO","PT","PARTIDO DOS TRABALHADORES",10535,1,"2012-10-07"
"10847","PR","CURIÚVA","PT","PARTIDO DOS TRABALHADORES",5572,1,"2012-10-07"
"10848","PR","DIAMANTE DO NORTE","PT","PARTIDO DOS TRABALHADORES",1723,1,"2012-10-07"
"10849","PR","ENGENHEIRO BELTRÃO","PT","PARTIDO DOS TRABALHADORES",0,1,"2012-10-07"
"10850","PR","PORTO BARREIRO","PT","PARTIDO DOS TRABALHADORES",1186,1,"2012-10-07"
"10851","PR","GUARAPUAVA","PT","PARTIDO DOS TRABALHADORES",20720,1,"2012-10-07"
"10852","PR","JUNDIAÍ DO SUL","PT","PARTIDO DOS TRABALHADORES",1357,1,"2012-10-07"
"10853","PR","LEÓPOLIS","PT","PARTIDO DOS TRABALHADORES",130,1,"2012-10-07"
"10854","PR","LONDRINA","PT","PARTIDO DOS TRABALHADORES",7800,1,"2012-10-07"
"10855","PR","MANDAGUARI","PT","PARTIDO DOS TRABALHADORES",15544,1,"2012-10-07"
"10856","PR","NOVA ALIANÇA DO IVAÍ","PT","PARTIDO DOS TRABALHADORES",1265,1,"2012-10-07"
"10857","PR","PALMAS","PT","PARTIDO DOS TRABALHADORES",2618,1,"2012-10-07"
"10858","PR","PARANAGUÁ","PT","PARTIDO DOS TRABALHADORES",11454,1,"2012-10-07"
"10859","PR","PONTA GROSSA","PT","PARTIDO DOS TRABALHADORES",16910,1,"2012-10-07"
"10860","PR","ROLÂNDIA","PT","PARTIDO DOS TRABALHADORES",4865,1,"2012-10-07"
"10861","PR","SALTO DO LONTRA","PT","PARTIDO DOS TRABALHADORES",2805,1,"2012-10-07"
"10862","PR","SANTA CRUZ DE MONTE CASTELO","PT","PARTIDO DOS TRABALHADORES",1338,1,"2012-10-07"
"10863","PR","SANTANA DO ITARARÉ","PT","PARTIDO DOS TRABALHADORES",2177,1,"2012-10-07"
"10864","PR","SÃO JOÃO DO TRIUNFO","PT","PARTIDO DOS TRABALHADORES",2880,1,"2012-10-07"
"10865","PR","PRANCHITA","PT","PARTIDO DOS TRABALHADORES",2089,1,"2012-10-07"
"10866","PR","TURVO","PT","PARTIDO DOS TRABALHADORES",1853,1,"2012-10-07"
"10867","PR","JARDIM OLINDA","PTB","PARTIDO TRABALHISTA BRASILEIRO",910,0,"2012-10-07"
"10868","PR","MARECHAL CÂNDIDO RONDON","PTB","PARTIDO TRABALHISTA BRASILEIRO",8122,0,"2012-10-07"
"10869","PR","PRIMEIRO DE MAIO","PTB","PARTIDO TRABALHISTA BRASILEIRO",3414,0,"2012-10-07"
"10870","PR","QUERÊNCIA DO NORTE","PTB","PARTIDO TRABALHISTA BRASILEIRO",3321,0,"2012-10-07"
"10871","PR","IRACEMA DO OESTE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1200,0,"2012-10-07"
"10872","PR","BARBOSA FERRAZ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",427,0,"2012-10-07"
"10873","PR","MERCEDES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2179,0,"2012-10-07"
"10874","PR","BOA ESPERANÇA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1646,0,"2012-10-07"
"10875","PR","QUATRO PONTES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1455,0,"2012-10-07"
"10876","PR","DOUTOR ULYSSES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1127,0,"2012-10-07"
"10877","PR","CATANDUVAS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3062,0,"2012-10-07"
"10878","PR","ITAIPULÂNDIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3340,0,"2012-10-07"
"10879","PR","MANGUEIRINHA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4223,0,"2012-10-07"
"10880","PR","CORBÉLIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5394,0,"2012-10-07"
"10881","PR","CURITIBA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",11937,0,"2012-10-07"
"10882","PR","CURITIBA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",7519,0,"2012-10-07"
"10883","PR","DIAMANTE DO NORTE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1898,0,"2012-10-07"
"10884","PR","FORMOSA DO OESTE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2628,0,"2012-10-07"
"10885","PR","ROSÁRIO DO IVAÍ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1529,0,"2012-10-07"
"10886","PR","IBIPORÃ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",19999,0,"2012-10-07"
"10887","PR","JARDIM ALEGRE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",5112,0,"2012-10-07"
"10888","PR","MARECHAL CÂNDIDO RONDON","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",13538,0,"2012-10-07"
"10889","PR","PALOTINA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",7686,0,"2012-10-07"
"10890","PR","RIO BOM","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1227,0,"2012-10-07"
"10891","PR","SANTA MARIANA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4124,0,"2012-10-07"
"10892","PR","SÃO CARLOS DO IVAÍ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",30,0,"2012-10-07"
"10893","PR","SÃO JERÔNIMO DA SERRA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3108,0,"2012-10-07"
"10894","PR","CAMPINA GRANDE DO SUL","PTN","PARTIDO TRABALHISTA NACIONAL",2301,0,"2012-10-07"
"10895","PR","GUARAPUAVA","PTN","PARTIDO TRABALHISTA NACIONAL",57,0,"2012-10-07"
"10896","PR","CASCAVEL","PCB","PARTIDO COMUNISTA BRASILEIRO",231,1,"2012-10-07"
"10897","PR","PONTA GROSSA","PCB","PARTIDO COMUNISTA BRASILEIRO",58,1,"2012-10-07"
"10898","PR","IVATÉ","PR","PARTIDO DA REPÚBLICA",1408,0,"2012-10-07"
"10899","PR","LIDIANÓPOLIS","PR","PARTIDO DA REPÚBLICA",1298,0,"2012-10-07"
"10900","PR","LOBATO","PR","PARTIDO DA REPÚBLICA",1865,0,"2012-10-07"
"10901","PR","PÉROLA D'OESTE","PR","PARTIDO DA REPÚBLICA",2479,0,"2012-10-07"
"10902","PR","ALVORADA DO SUL","PPS","PARTIDO POPULAR SOCIALISTA",2786,0,"2012-10-07"
"10903","PR","ARARUNA","PPS","PARTIDO POPULAR SOCIALISTA",3429,0,"2012-10-07"
"10904","PR","ARAUCÁRIA","PPS","PARTIDO POPULAR SOCIALISTA",20732,0,"2012-10-07"
"10905","PR","CONTENDA","PPS","PARTIDO POPULAR SOCIALISTA",3476,0,"2012-10-07"
"10906","PR","GOIOERÊ","PPS","PARTIDO POPULAR SOCIALISTA",5890,0,"2012-10-07"
"10907","PR","GUARAPUAVA","PPS","PARTIDO POPULAR SOCIALISTA",32114,0,"2012-10-07"
"10908","PR","GUARATUBA","PPS","PARTIDO POPULAR SOCIALISTA",1731,0,"2012-10-07"
"10909","PR","LARANJEIRAS DO SUL","PPS","PARTIDO POPULAR SOCIALISTA",8956,0,"2012-10-07"
"10910","PR","LOANDA","PPS","PARTIDO POPULAR SOCIALISTA",5185,0,"2012-10-07"
"10911","PR","MAMBORÊ","PPS","PARTIDO POPULAR SOCIALISTA",4660,0,"2012-10-07"
"10912","PR","MARECHAL CÂNDIDO RONDON","PPS","PARTIDO POPULAR SOCIALISTA",3744,0,"2012-10-07"
"10913","PR","PALMITAL","PPS","PARTIDO POPULAR SOCIALISTA",4442,0,"2012-10-07"
"10914","PR","PAULA FREITAS","PPS","PARTIDO POPULAR SOCIALISTA",2053,0,"2012-10-07"
"10915","PR","QUINTA DO SOL","PPS","PARTIDO POPULAR SOCIALISTA",1797,0,"2012-10-07"
"10916","PR","SANTO ANTONIO DO CAIUÁ","PPS","PARTIDO POPULAR SOCIALISTA",1208,0,"2012-10-07"
"10917","PR","AGUDOS DO SUL","DEM","DEMOCRATAS",1833,0,"2012-10-07"
"10918","PR","RANCHO ALEGRE D'OESTE","DEM","DEMOCRATAS",1525,0,"2012-10-07"
"10919","PR","CARAMBEÍ","DEM","DEMOCRATAS",6775,0,"2012-10-07"
"10920","PR","IGUARAÇU","DEM","DEMOCRATAS",1519,0,"2012-10-07"
"10921","PR","JOAQUIM TÁVORA","DEM","DEMOCRATAS",3314,0,"2012-10-07"
"10922","PR","PRESIDENTE CASTELO BRANCO","DEM","DEMOCRATAS",2949,0,"2012-10-07"
"10923","PR","TUPÃSSI","DEM","DEMOCRATAS",4472,0,"2012-10-07"
"10924","PR","ARARUNA","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",1046,0,"2012-10-07"
"10925","PR","CURITIBA","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",0,0,"2012-10-07"
"10926","PR","CURITIBA","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",0,0,"2012-10-07"
"10927","PR","NOVA TEBAS","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",2882,0,"2012-10-07"
"10928","PR","OURIZONA","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",194,1,"2012-10-07"
"10929","PR","CAMPO LARGO","PSB","PARTIDO SOCIALISTA BRASILEIRO",4865,1,"2012-10-07"
"10930","PR","CHOPINZINHO","PSB","PARTIDO SOCIALISTA BRASILEIRO",3083,1,"2012-10-07"
"10931","PR","CURITIBA","PSB","PARTIDO SOCIALISTA BRASILEIRO",23472,1,"2012-10-07"
"10932","PR","PORTO BARREIRO","PSB","PARTIDO SOCIALISTA BRASILEIRO",177,1,"2012-10-07"
"10933","PR","FOZ DO IGUAÇU","PSB","PARTIDO SOCIALISTA BRASILEIRO",15561,1,"2012-10-07"
"10934","PR","IVATUBA","PSB","PARTIDO SOCIALISTA BRASILEIRO",1016,1,"2012-10-07"
"10935","PR","ALTO PIQUIRI","PV","PARTIDO VERDE",3468,1,"2012-10-07"
"10936","PR","ARAUCÁRIA","PV","PARTIDO VERDE",2890,1,"2012-10-07"
"10937","PR","MARINGÁ","PV","PARTIDO VERDE",0,1,"2012-10-07"
"10938","PR","MARINGÁ","PV","PARTIDO VERDE",0,1,"2012-10-07"
"10939","PR","RIBEIRÃO CLARO","PV","PARTIDO VERDE",3788,1,"2012-10-07"
"10940","PR","ANTONINA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2767,0,"2012-10-07"
"10941","PR","FAZENDA RIO GRANDE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",31728,0,"2012-10-07"
"10942","PR","PITANGUEIRAS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1315,0,"2012-10-07"
"10943","PR","CERRO AZUL","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",4797,0,"2012-10-07"
"10944","PR","BOA VENTURA DE SÃO ROQUE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1874,0,"2012-10-07"
"10945","PR","CURIÚVA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",0,0,"2012-10-07"
"10946","PR","GUAMIRANGA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3116,0,"2012-10-07"
"10947","PR","QUARTO CENTENÁRIO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",583,0,"2012-10-07"
"10948","PR","GUAÍRA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",6852,0,"2012-10-07"
"10949","PR","LUIZIANA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1931,0,"2012-10-07"
"10950","PR","GUARAQUEÇABA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3469,0,"2012-10-07"
"10951","PR","GUARATUBA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",9526,0,"2012-10-07"
"10952","PR","IBAITI","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",7285,0,"2012-10-07"
"10953","PR","JAGUARIAÍVA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",8930,0,"2012-10-07"
"10954","PR","JARDIM ALEGRE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2531,0,"2012-10-07"
"10955","PR","MIRADOR","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",889,0,"2012-10-07"
"10956","PR","PARANAGUÁ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",8129,0,"2012-10-07"
"10957","PR","PAULO FRONTIN","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1423,0,"2012-10-07"
"10958","PR","PORECATU","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",4030,0,"2012-10-07"
"10959","PR","PORTO RICO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",900,0,"2012-10-07"
"10960","PR","RIBEIRÃO CLARO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3731,0,"2012-10-07"
"10961","PR","RIO BOM","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1251,0,"2012-10-07"
"10962","PR","SÃO JOÃO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3907,0,"2012-10-07"
"10963","PR","SÃO MATEUS DO SUL","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",8474,0,"2012-10-07"
"10964","PR","SÃO PEDRO DO PARANÁ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1695,0,"2012-10-07"
"10965","PR","TELÊMACO BORBA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1710,0,"2012-10-07"
"10966","PR","PÉROLA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",3648,0,"2012-10-07"
"10967","PR","NOVA PRATA DO IGUAÇU","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",554,0,"2012-10-07"
"10968","PR","LONDRINA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",376,1,"2012-10-07"
"10969","PR","PONTA GROSSA","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1157,1,"2012-10-07"
"10970","PR","CURITIBA","PPL","PARTIDO PÁTRIA LIVRE",629,0,"2012-10-07"
"10971","PR","CURITIBA","PPL","PARTIDO PÁTRIA LIVRE",398,0,"2012-10-07"
"10972","PR","PITANGUEIRAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",910,0,"2012-10-07"
"10973","PR","CASCAVEL","PSD","PARTIDO SOCIAL DEMOCRÁTICO",4653,0,"2012-10-07"
"10974","PR","COLOMBO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",7239,0,"2012-10-07"
"10975","PR","COLOMBO","PSD","PARTIDO SOCIAL DEMOCRÁTICO",2598,0,"2012-10-07"
"10976","PR","CONSELHEIRO MAIRINCK","PSD","PARTIDO SOCIAL DEMOCRÁTICO",1536,0,"2012-10-07"
"10977","PR","NOVA ESPERANÇA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",9728,0,"2012-10-07"
"10978","PR","PIRAÍ DO SUL","PSD","PARTIDO SOCIAL DEMOCRÁTICO",9163,0,"2012-10-07"
"10979","PR","QUATRO BARRAS","PSD","PARTIDO SOCIAL DEMOCRÁTICO",8520,0,"2012-10-07"
"10980","PR","FOZ DO IGUAÇU","PT DO B","PARTIDO TRABALHISTA DO BRASIL",189,0,"2012-10-07"
"10981","PR","MANDIRITUBA","PRB","PARTIDO REPUBLICANO BRASILEIRO",2672,0,"2012-10-07"
"10982","PR","RIBEIRÃO DO PINHAL","PRB","PARTIDO REPUBLICANO BRASILEIRO",2334,0,"2012-10-07"
"10983","PR","APUCARANA","PP","PARTIDO PROGRESSISTA",545,0,"2012-10-07"
"10984","PR","BARRACÃO","PP","PARTIDO PROGRESSISTA",2407,0,"2012-10-07"
"10985","PR","INAJÁ","PP","PARTIDO PROGRESSISTA",1182,0,"2012-10-07"
"10986","PR","MARINGÁ","PP","PARTIDO PROGRESSISTA",20756,0,"2012-10-07"
"10987","PR","SALGADO FILHO","PP","PARTIDO PROGRESSISTA",1014,0,"2012-10-07"
"10988","PR","SANTO ANTONIO DO CAIUÁ","PP","PARTIDO PROGRESSISTA",986,0,"2012-10-07"
"10989","PR","TOLEDO","PP","PARTIDO PROGRESSISTA",13561,0,"2012-10-07"
"10990","PR","IBEMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1466,1,"2012-10-07"
"10991","PR","BANDEIRANTES","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",14241,1,"2012-10-07"
"10992","PR","CURITIBA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",18900,1,"2012-10-07"
"10993","PR","IMBAÚ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3339,1,"2012-10-07"
"10994","PR","FÊNIX","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2063,1,"2012-10-07"
"10995","PR","PORECATU","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",569,1,"2012-10-07"
"10996","PR","SÃO JOÃO DO TRIUNFO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1853,1,"2012-10-07"
"10997","PR","UMUARAMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",15104,1,"2012-10-07"
"10998","PR","APUCARANA","PT","PARTIDO DOS TRABALHADORES",19094,1,"2012-10-07"
"10999","PR","IGUATU","PT","PARTIDO DOS TRABALHADORES",879,1,"2012-10-07"
"11000","PR","SÃO PEDRO DO IGUAÇU","PT","PARTIDO DOS TRABALHADORES",386,1,"2012-10-07"
"11001","PR","JACAREZINHO","PT","PARTIDO DOS TRABALHADORES",6526,1,"2012-10-07"
"11002","PR","JAGUARIAÍVA","PT","PARTIDO DOS TRABALHADORES",11028,1,"2012-10-07"
"11003","PR","LOANDA","PT","PARTIDO DOS TRABALHADORES",600,1,"2012-10-07"
"11004","PR","LONDRINA","PT","PARTIDO DOS TRABALHADORES",8200,1,"2012-10-07"
"11005","PR","MANDAGUAÇU","PT","PARTIDO DOS TRABALHADORES",777,1,"2012-10-07"
"11006","PR","MARINGÁ","PT","PARTIDO DOS TRABALHADORES",7479,1,"2012-10-07"
"11007","PR","MUNHOZ DE MELO","PT","PARTIDO DOS TRABALHADORES",1358,1,"2012-10-07"
"11008","PR","PARAÍSO DO NORTE","PT","PARTIDO DOS TRABALHADORES",5725,1,"2012-10-07"
"11009","PR","PARANAGUÁ","PT","PARTIDO DOS TRABALHADORES",8542,1,"2012-10-07"
"11010","PR","SÃO JOSÉ DA BOA VISTA","PT","PARTIDO DOS TRABALHADORES",1567,1,"2012-10-07"
"11011","PR","SÃO TOMÉ","PT","PARTIDO DOS TRABALHADORES",2028,1,"2012-10-07"
"11012","PR","PÉROLA","PT","PARTIDO DOS TRABALHADORES",774,1,"2012-10-07"
"11013","PR","GODOY MOREIRA","PTB","PARTIDO TRABALHISTA BRASILEIRO",2090,0,"2012-10-07"
"11014","PR","JATAIZINHO","PTB","PARTIDO TRABALHISTA BRASILEIRO",3423,0,"2012-10-07"
"11015","PR","PALOTINA","PTB","PARTIDO TRABALHISTA BRASILEIRO",9928,0,"2012-10-07"
"11016","PR","PINHALÃO","PTB","PARTIDO TRABALHISTA BRASILEIRO",1376,0,"2012-10-07"
"11017","PR","LUNARDELLI","PTB","PARTIDO TRABALHISTA BRASILEIRO",1539,0,"2012-10-07"
"11018","PR","ALMIRANTE TAMANDARÉ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",14328,0,"2012-10-07"
"11019","PR","BITURUNA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3366,0,"2012-10-07"
"11020","PR","CAFEARA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",795,0,"2012-10-07"
"11021","PR","SAUDADE DO IGUAÇU","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1440,0,"2012-10-07"
"11022","PR","ARIRANHA DO IVAÍ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1036,0,"2012-10-07"
"11023","PR","COLORADO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1073,0,"2012-10-07"
"11024","PR","CRUZMALTINA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",848,0,"2012-10-07"
"11025","PR","ESPERANÇA NOVA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",896,0,"2012-10-07"
"11026","PR","CRUZ MACHADO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1625,0,"2012-10-07"
"11027","PR","CURITIBA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",10751,0,"2012-10-07"
"11028","PR","ENÉAS MARQUES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2187,0,"2012-10-07"
"11029","PR","SERRANÓPOLIS DO IGUAÇU","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2003,0,"2012-10-07"
"11030","PR","JAPURÁ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3785,0,"2012-10-07"
"11031","PR","MALLET","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1588,0,"2012-10-07"
"11032","PR","NOVA ESPERANÇA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",53,0,"2012-10-07"
"11033","PR","PALMAS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",10137,0,"2012-10-07"
"11034","PR","PARANAGUÁ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",18718,0,"2012-10-07"
"11035","PR","QUERÊNCIA DO NORTE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2624,0,"2012-10-07"
"11036","PR","SÃO JOSÉ DOS PINHAIS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",11814,0,"2012-10-07"
"11037","PR","SERTANÓPOLIS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3863,0,"2012-10-07"
"11038","PR","TOLEDO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",8780,0,"2012-10-07"
"11039","PR","CURITIBA","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",90,1,"2012-10-07"
"11040","PR","NOVA LONDRINA","PSL","PARTIDO SOCIAL LIBERAL",43,0,"2012-10-07"
"11041","PR","LARANJAL","PTN","PARTIDO TRABALHISTA NACIONAL",107,0,"2012-10-07"
"11042","PR","ASSIS CHATEAUBRIAND","PTN","PARTIDO TRABALHISTA NACIONAL",3156,0,"2012-10-07"
"11043","PR","ANTONINA","PSC","PARTIDO SOCIAL CRISTÃO",5133,0,"2012-10-07"
"11044","PR","ASSAÍ","PSC","PARTIDO SOCIAL CRISTÃO",4766,0,"2012-10-07"
"11045","PR","CENTENÁRIO DO SUL","PSC","PARTIDO SOCIAL CRISTÃO",5085,0,"2012-10-07"
"11046","PR","CIANORTE","PSC","PARTIDO SOCIAL CRISTÃO",19319,0,"2012-10-07"
"11047","PR","CURITIBA","PSC","PARTIDO SOCIAL CRISTÃO",17509,0,"2012-10-07"
"11048","PR","MORRETES","PSC","PARTIDO SOCIAL CRISTÃO",3236,0,"2012-10-07"
"11049","PR","PONTA GROSSA","PCB","PARTIDO COMUNISTA BRASILEIRO",68,1,"2012-10-07"
"11050","PR","ARAPONGAS","PR","PARTIDO DA REPÚBLICA",3514,0,"2012-10-07"
"11051","PR","CAMPO BONITO","PR","PARTIDO DA REPÚBLICA",1657,0,"2012-10-07"
"11052","PR","SÃO MANOEL DO PARANÁ","PR","PARTIDO DA REPÚBLICA",1332,0,"2012-10-07"
"11053","PR","LARANJAL","PR","PARTIDO DA REPÚBLICA",2106,0,"2012-10-07"
"11054","PR","MARIPÁ","PPS","PARTIDO POPULAR SOCIALISTA",2114,0,"2012-10-07"
